tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
599-79-1,SALICYLAZOSULFAPYRIDINE,RTECS,skin sense,suspected
60-09-3,4-AMINOAZOBENZENE,P65,cancer,recognized
60-11-7,4-DIMETHYLAMINOAZOBENZENE,"EPA-HEN, HAZMAP",skin sense,suspected
60-11-7,4-DIMETHYLAMINOAZOBENZENE,HAZMAP,immunotoxicity,suspected
60-11-7,4-DIMETHYLAMINOAZOBENZENE,P65,cancer,recognized
60-11-7,4-DIMETHYLAMINOAZOBENZENE,RTECS,gastrointestinal liver,suspected
60-18-4,TYROSINE,LU,skin sense,suspected
60-24-2,1-ETHANOL-2-THIOL,RTECS,neurotoxicity,suspected
60-24-2,1-ETHANOL-2-THIOL,RTECS,respiratory,suspected
60-29-7,DIETHYL ETHER,"DAN, HAZMAP",neurotoxicity,suspected
60-29-7,DIETHYL ETHER,RTECS,skin sense,suspected
60-34-4,METHYL HYDRAZINE,EPA-HEN,kidney,suspected
60-34-4,METHYL HYDRAZINE,"EPA-HEN, HAZMAP",respiratory,suspected
60-34-4,METHYL HYDRAZINE,"EPA-HEN, HAZMAP, RTECS",cardiovascular blood,suspected
60-34-4,METHYL HYDRAZINE,"EPA-HEN, HAZMAP, RTECS",neurotoxicity,suspected
60-34-4,METHYL HYDRAZINE,"EPA-HEN, HAZMAP, RTECS",skin sense,suspected
60-34-4,METHYL HYDRAZINE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
60-34-4,METHYL HYDRAZINE,P65,cancer,recognized
60-35-5,ACETAMIDE,EPA-HEN,skin sense,suspected
60-35-5,ACETAMIDE,P65,cancer,recognized
60-51-5,DIMETHOATE,BRUC,endocrine,suspected
60-51-5,DIMETHOATE,"DPR-CIP, EPA-TRI, RTECS",neurotoxicity,suspected
60-51-5,DIMETHOATE,"EPA-TRI, JANK",developmental,suspected
60-51-5,DIMETHOATE,OPP-CAN,cancer,suspected
60-51-5,DIMETHOATE,RTECS,cardiovascular blood,suspected
60-51-5,DIMETHOATE,RTECS,gastrointestinal liver,suspected
60-51-5,DIMETHOATE,RTECS,kidney,suspected
60-51-5,DIMETHOATE,RTECS,respiratory,suspected
60-51-5,DIMETHOATE,RTECS,skin sense,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),HAZMAP,respiratory,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),"KLAA, MALA",cardiovascular blood,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),P65,developmental,recognized
60-54-8,TETRACYCLINE (INTERNAL USE),RTECS,gastrointestinal liver,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),RTECS,immunotoxicity,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),RTECS,kidney,suspected
60-54-8,TETRACYCLINE (INTERNAL USE),RTECS,neurotoxicity,suspected
60-56-0,METHIMAZOLE,MALA,cardiovascular blood,suspected
60-56-0,METHIMAZOLE,P65,developmental,recognized
60-56-0,METHIMAZOLE,P65-CAND,cancer,suspected
60-56-0,METHIMAZOLE,RTECS,endocrine,suspected
60-56-0,METHIMAZOLE,RTECS,respiratory,suspected
60-57-1,DIELDRIN,"ATSDR, DAN, EVAN, RTECS",neurotoxicity,suspected
60-57-1,DIELDRIN,"ATSDR, RTECS",gastrointestinal liver,suspected
60-57-1,DIELDRIN,"GUIL, IL-EPA, JNIHS, KEIT, WWF",endocrine,suspected
60-57-1,DIELDRIN,"HAZMAP, LADO, RTECS",cardiovascular blood,suspected
60-57-1,DIELDRIN,JANK,reproductive,suspected
60-57-1,DIELDRIN,MERCK,kidney,suspected
60-57-1,DIELDRIN,P65,cancer,recognized
60-57-1,DIELDRIN,RTECS,immunotoxicity,suspected
60-57-1,DIELDRIN,RTECS,respiratory,suspected
60-87-7,PROMETHAZINE,"HARV, HAZMAP, RTECS",skin sense,suspected
60-87-7,PROMETHAZINE,HAZMAP,immunotoxicity,suspected
60-87-7,PROMETHAZINE,RTECS,neurotoxicity,suspected
60-89-9,MEPAZINE,MALA,gastrointestinal liver,suspected
600-25-9,1-CHLORO-1-NITROPROPANE,"HAZMAP, RTECS",respiratory,suspected
600-25-9,1-CHLORO-1-NITROPROPANE,RTECS,cardiovascular blood,suspected
600-25-9,1-CHLORO-1-NITROPROPANE,RTECS,neurotoxicity,suspected
60102-37-6,PETASITENINE,P65-CAND,cancer,suspected
60145-20-2,"2,2'3,3',5-PENTACHLOROBIPHENYL (PCB-83)",P65-MC,cancer,recognized
60145-20-2,"2,2'3,3',5-PENTACHLOROBIPHENYL (PCB-83)",P65-MC,developmental,recognized
60145-21-3,"2,2',4,5',6-Pentachlorobiphenyl",P65-MC,cancer,recognized
60145-21-3,"2,2',4,5',6-Pentachlorobiphenyl",P65-MC,developmental,recognized
60145-22-4,"2,2',4,4',5,6'-Hexachlorobiphenyl",P65-MC,cancer,recognized
60145-22-4,"2,2',4,4',5,6'-Hexachlorobiphenyl",P65-MC,developmental,recognized
60145-23-5,"2,2',3,4,4',5,6'-Heptachlorobiphenyl",P65-MC,cancer,recognized
60145-23-5,"2,2',3,4,4',5,6'-Heptachlorobiphenyl",P65-MC,developmental,recognized
60153-49-3,3-(N-NITROSOMETHYLAMINO)PROPIONITRILE,P65,cancer,recognized
60168-88-9,FENARIMOL,EPA-TRI,gastrointestinal liver,suspected
60168-88-9,FENARIMOL,WWF,endocrine,suspected
602-01-7,"2,3-DINITROTOLUENE",P65-MC,reproductive,recognized
602-87-9,5-NITROACENAPHTHANE,P65,cancer,recognized
602-87-9,5-NITROACENAPHTHANE,RTECS,gastrointestinal liver,suspected
602-87-9,5-NITROACENAPHTHANE,RTECS,respiratory,suspected
60207-90-1,PROPICONAZOLE,EPA-TRI,gastrointestinal liver,suspected
60207-90-1,PROPICONAZOLE,OPP-CAN,cancer,suspected
60233-24-1,"2,3',4,6-Tetrachlorobiphenyl",P65-MC,cancer,recognized
60233-24-1,"2,3',4,6-Tetrachlorobiphenyl",P65-MC,developmental,recognized
60233-25-2,"2,2',3,4',6'-Pentachlorobiphenyl",P65-MC,cancer,recognized
60233-25-2,"2,2',3,4',6'-Pentachlorobiphenyl",P65-MC,developmental,recognized
603-35-0,NSC 10,RTECS,neurotoxicity,suspected
603-35-0,NSC 10,RTECS,respiratory,suspected
60391-92-6,carboxymethylnitrosourea,P65,cancer,recognized
604-75-1,OXAZEPAM,P65,cancer,recognized
604-75-1,OXAZEPAM,P65,developmental,recognized
604-75-1,OXAZEPAM,RTECS,cardiovascular blood,suspected
604-75-1,OXAZEPAM,RTECS,endocrine,suspected
604-75-1,OXAZEPAM,RTECS,gastrointestinal liver,suspected
604-75-1,OXAZEPAM,RTECS,neurotoxicity,suspected
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),P65,cancer,recognized
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),P65,developmental,recognized
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),P65,reproductive,recognized
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),RTECS,cardiovascular blood,suspected
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),RTECS,gastrointestinal liver,suspected
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),RTECS,kidney,suspected
6055-19-2,CYCLOPHOSPHAMIDE (HYDRATED),RTECS,neurotoxicity,suspected
60568-05-0,FURMECYCLOX,P65,cancer,recognized
606-20-2,"2,6-DINITROTOLUENE","ATSDR, RTECS",cardiovascular blood,suspected
606-20-2,"2,6-DINITROTOLUENE",EPA-SARA,neurotoxicity,suspected
606-20-2,"2,6-DINITROTOLUENE",P65,cancer,recognized
606-20-2,"2,6-DINITROTOLUENE",P65,reproductive,recognized
6065-27-6,"p-Amino-N,N-diethylaniline sulfate",HAZMAP,immunotoxicity,suspected
6065-27-6,"p-Amino-N,N-diethylaniline sulfate",HAZMAP,skin sense,suspected
607-57-8,2-NITROFLOURENE,P65,cancer,recognized
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)",EPA-HEN,immunotoxicity,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","EPA-HEN, LADO, MALA",cardiovascular blood,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","EPA-HEN, RTECS",gastrointestinal liver,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","EPA-HEN, RTECS",neurotoxicity,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","EPA-HEN, RTECS",respiratory,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)",HARV,skin sense,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","IL-EPA, WWF",endocrine,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)","KLAA, MERCK, RTECS",kidney,suspected
608-73-1,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE (MIXTURE OF ISOMERS)",P65,cancer,recognized
608-93-5,PENTACHLOROBENZENE,RTECS,gastrointestinal liver,suspected
608-93-5,PENTACHLOROBENZENE,RTECS,kidney,suspected
608-93-5,PENTACHLOROBENZENE,RTECS,neurotoxicity,suspected
6080-56-4,"Acetic acid, lead(2+) salt, trihydrate",RTECS,cardiovascular blood,suspected
6080-56-4,"Acetic acid, lead(2+) salt, trihydrate",RTECS,kidney,suspected
60851-34-5,"HEXACHLORINATED DIBENZOFURAN, 2,3,4,6,7,8-",P65-MC,cancer,recognized
609-20-1,"2,6-DICHLORO-PARA-PHENYLENEDIAMINE",RTECS,gastrointestinal liver,suspected
61-32-5,methicillin,"MERCK, RTECS",kidney,suspected
61-57-4,NIRIDAZOLE,P65,cancer,recognized
61-57-4,NIRIDAZOLE,RTECS,gastrointestinal liver,suspected
61-57-4,NIRIDAZOLE,RTECS,kidney,suspected
61-73-4,METHYLENE BLUE,HAZMAP,skin sense,suspected
61-73-4,METHYLENE BLUE,"HAZMAP, MALA",cardiovascular blood,suspected
61-82-5,AMITROLE,"BRUC, EPA-SDWA, IL-EPA, JNIHS, KEIT, RTECS, WWF",endocrine,suspected
61-82-5,AMITROLE,JANK,developmental,suspected
61-82-5,AMITROLE,P65,cancer,recognized
610-39-9,"3,4-DINITROTOLUENE",P65-MC,reproductive,recognized
6108-10-7,EPSILON-LINDANE,P65-MC,cancer,recognized
6109-97-3,3-AMINO-9-ETHYLCARBAZOLE HYDROCHLORIDE,P65,cancer,recognized
6109-97-3,3-AMINO-9-ETHYLCARBAZOLE HYDROCHLORIDE,RTECS,gastrointestinal liver,suspected
6112-76-1,MERCAPTOPURINE,P65,developmental,recognized
612-82-8,"(1,1'-BIPHENYL)-4,4'-DIAMINE, 3,3'-DIMETHYL-, DIHYDROCHLORIDE (9CI)",P65,cancer,recognized
612-83-9,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",P65,cancer,recognized
613-35-4,"4',4'''-BIACETANILIDE",P65,cancer,recognized
614-45-9,"BENZENECARBOPEROXOIC ACID, 1,1-DIMETHYLETHYL ESTER",RTECS,endocrine,suspected
614-45-9,"BENZENECARBOPEROXOIC ACID, 1,1-DIMETHYLETHYL ESTER",RTECS,gastrointestinal liver,suspected
61432-55-1,"1-Piperidinecarbothioic acid, S-(1-methyl-1-phenylethyl) ester",RTECS,gastrointestinal liver,suspected
6145-73-9,"1-PROPANOL, 2-CHLORO-, PHOSPHATE (3:1) (8CI)(9CI)",RTECS,neurotoxicity,suspected
6145-73-9,"1-PROPANOL, 2-CHLORO-, PHOSPHATE (3:1) (8CI)(9CI)",RTECS,skin sense,suspected
615-05-4,"2,4-DIAMINOANISOLE",P65,cancer,recognized
615-28-1,"1,2-PHENYLENEDIAMINE DIHYDROCHLORIDE","CPDB, EPA-TRI",cancer,suspected
615-28-1,"1,2-PHENYLENEDIAMINE DIHYDROCHLORIDE",RTECS,gastrointestinal liver,suspected
615-53-2,N-NITROSO-N-METHYLURETHANE,P65,cancer,recognized
615-53-2,N-NITROSO-N-METHYLURETHANE,RTECS,gastrointestinal liver,suspected
6164-98-3,CHLORDIMEFORM,HAZMAP,cardiovascular blood,suspected
6164-98-3,CHLORDIMEFORM,P65,cancer,recognized
61788-33-8,POLYCHLORINATED TERPHENYLS,JANK,developmental,suspected
61788-33-8,POLYCHLORINATED TERPHENYLS,RTECS,gastrointestinal liver,suspected
61788-76-9,"ALKANES, CHLORO",P65-MC,cancer,suspected
61788-76-9,"ALKANES, CHLORO",P65-MC,developmental,suspected
61789-40-0,"1-PROPANAMINIUM, 3-AMINO-N-(CARBOXYMETHYL)-N,N-DIMETHYL-, N-COCO ACYL DERIVS., INNER SALTS",HAZMAP,immunotoxicity,suspected
61789-40-0,"1-PROPANAMINIUM, 3-AMINO-N-(CARBOXYMETHYL)-N,N-DIMETHYL-, N-COCO ACYL DERIVS., INNER SALTS",HAZMAP,skin sense,suspected
61790-53-2,"SILICA, AMORPHOUS",HAZMAP,respiratory,suspected
61798-70-7,"2,2',3,3',4,6-Hexachlorobiphenyl",P65-MC,cancer,recognized
61798-70-7,"2,2',3,3',4,6-Hexachlorobiphenyl",P65-MC,developmental,recognized
618-85-9,"3,5-DINITROTOLUEN",RTECS,neurotoxicity,suspected
619-15-8,"2,5-DINITROTOLUENE",P65-MC,reproductive,recognized
619-15-8,"2,5-DINITROTOLUENE",RTECS,neurotoxicity,suspected
6190-39-2,DIHYDROERGOTAMINE MESYLATE,P65,developmental,recognized
62-23-7,1-CARBOXY-4-NITROBENZENE,NTP-R,reproductive,suspected
62-38-4,PHENYLMERCURIC ACETATE,P65-MC,developmental,recognized
62-44-2,PHENACETIN,LOCK,skin sense,suspected
62-44-2,PHENACETIN,"MALA, RTECS",cardiovascular blood,suspected
62-44-2,PHENACETIN,"MERCK, RTECS",kidney,suspected
62-44-2,PHENACETIN,P65,cancer,recognized
62-44-2,PHENACETIN,RTECS,neurotoxicity,suspected
62-50-0,ETHYL METHANESULFONATE,JANK,reproductive,suspected
62-50-0,ETHYL METHANESULFONATE,P65,cancer,recognized
62-53-3,ANILINE,"AEGL, EPA-HEN, HAZMAP, LADO, OEHHA-CREL",cardiovascular blood,suspected
62-53-3,ANILINE,DAN,neurotoxicity,suspected
62-53-3,ANILINE,"EPA-HEN, RTECS",respiratory,suspected
62-53-3,ANILINE,MERCK,kidney,suspected
62-53-3,ANILINE,P65,cancer,recognized
62-53-3,ANILINE,TIMB,skin sense,suspected
62-53-3,ANILINE,ZIMM,gastrointestinal liver,suspected
62-55-5,THIOACETAMIDE,LU,skin sense,suspected
62-55-5,THIOACETAMIDE,P65,cancer,recognized
62-55-5,THIOACETAMIDE,RTECS,gastrointestinal liver,suspected
62-56-6,THIOUREA,EPA-SARA,reproductive,suspected
62-56-6,THIOUREA,"EPA-SARA, JANK",developmental,suspected
62-56-6,THIOUREA,HAZMAP,immunotoxicity,suspected
62-56-6,THIOUREA,HAZMAP,skin sense,suspected
62-56-6,THIOUREA,"MALA, RTECS",cardiovascular blood,suspected
62-56-6,THIOUREA,P65,cancer,recognized
62-73-7,DICHLORVOS,"ATSDR, DAN, DPR-CIP, EPA-HEN, HAZMAP, MASL, RTECS",neurotoxicity,suspected
62-73-7,DICHLORVOS,EPA-SARA,reproductive,suspected
62-73-7,DICHLORVOS,"EPA-SARA, JANK",developmental,suspected
62-73-7,DICHLORVOS,HAZMAP,immunotoxicity,suspected
62-73-7,DICHLORVOS,"HAZMAP, RTECS",skin sense,suspected
62-73-7,DICHLORVOS,"LADO, RTECS",cardiovascular blood,suspected
62-73-7,DICHLORVOS,P65,cancer,recognized
62-73-7,DICHLORVOS,RTECS,gastrointestinal liver,suspected
62-74-8,"FLUOROACETIC ACID, SODIUM SALT","EPA-TRI, HAZMAP, RTECS",neurotoxicity,suspected
62-74-8,"FLUOROACETIC ACID, SODIUM SALT",P65,reproductive,recognized
62-74-8,"FLUOROACETIC ACID, SODIUM SALT",RTECS,cardiovascular blood,suspected
62-74-8,"FLUOROACETIC ACID, SODIUM SALT",RTECS,respiratory,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO","DOSS, EPA-HEN, HAZMAP, LADO, MALA, RTECS, ZIMM",gastrointestinal liver,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO","EPA-HEN, KLAA, RTECS",cardiovascular blood,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",IPCS,immunotoxicity,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",JANK,developmental,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",P65,cancer,recognized
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",RTECS,neurotoxicity,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",RTECS,respiratory,suspected
62-75-9,"METHANAMINE, N-METHYL-N-NITROSO",RTECS,skin sense,suspected
621-64-7,DI-N-PROPYLNITROSAMINE,"ATSDR, RTECS",gastrointestinal liver,suspected
621-64-7,DI-N-PROPYLNITROSAMINE,P65,cancer,recognized
621-64-7,DI-N-PROPYLNITROSAMINE,RTECS,respiratory,suspected
6219-71-2,"P-PHENYLENEDIAMINE, 2-CHLORO-, SULFATE",RTECS,gastrointestinal liver,suspected
622-44-6,PHENYLCARBYLAMINE CHLORIDE,RTECS,respiratory,suspected
622-45-7,CYCLOHEXYL ACETATE,RTECS,respiratory,suspected
622-45-7,CYCLOHEXYL ACETATE,RTECS,skin sense,suspected
622-97-9,1-ETHENYL-4-METHYLBENZENE,RTECS,gastrointestinal liver,suspected
622-97-9,1-ETHENYL-4-METHYLBENZENE,RTECS,neurotoxicity,suspected
622-97-9,1-ETHENYL-4-METHYLBENZENE,RTECS,respiratory,suspected
62207-76-5,"((2,2'-(1,2-ETHANEDIYLBIS(NITRILOMETHYLIDYNE))BIS(6-FLUOROPHENOLA- TO))(2-)-N,N'O,O')-COBALT",RTECS,gastrointestinal liver,suspected
624-54-4,"Propanoic acid, pentyl ester",RTECS,gastrointestinal liver,suspected
624-83-9,METHYL ISOCYANATE,"EPA-HEN, EPA-SARA, JANK",developmental,suspected
624-83-9,METHYL ISOCYANATE,"EPA-HEN, EPA-SARA, OEHHA-CREL",reproductive,suspected
624-83-9,METHYL ISOCYANATE,"EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
624-83-9,METHYL ISOCYANATE,"EPA-HEN, HAZMAP, RTECS",skin sense,suspected
624-83-9,METHYL ISOCYANATE,"HAZMAP, SNCI",immunotoxicity,suspected
624-91-9,Methyl Nitrite,HAZMAP,cardiovascular blood,suspected
62450-06-0,TRP-P-1 (TRYPTOPHAN-P-1),P65,cancer,recognized
62450-06-0,TRP-P-1 (TRYPTOPHAN-P-1),RTECS,gastrointestinal liver,suspected
62450-06-0,TRP-P-1 (TRYPTOPHAN-P-1),RTECS,neurotoxicity,suspected
62450-07-1,TRP-P-2 (TRYPTOPHAN-P-2),P65,cancer,recognized
62450-07-1,TRP-P-2 (TRYPTOPHAN-P-2),RTECS,gastrointestinal liver,suspected
62476-59-9,"ACIFLUORFEN, SODIUM SALT",P65,cancer,recognized
625-45-6,METHYOXYACETIC ACID,NTP-R,reproductive,suspected
62571-86-2,captopril,"MERCK, RTECS",kidney,suspected
62571-86-2,captopril,RTECS,cardiovascular blood,suspected
62571-86-2,captopril,RTECS,gastrointestinal liver,suspected
62571-86-2,captopril,RTECS,neurotoxicity,suspected
62571-86-2,captopril,RTECS,respiratory,suspected
62571-86-2,captopril,RTECS,skin sense,suspected
626-17-5,M-PHTHALODINITRILE,RTECS,gastrointestinal liver,suspected
626-38-0,1-METHYLBUTYL ACETATE,HAZMAP,neurotoxicity,suspected
626-38-0,1-METHYLBUTYL ACETATE,RTECS,respiratory,suspected
626-38-0,1-METHYLBUTYL ACETATE,RTECS,skin sense,suspected
627-03-2,ETHOXYACETIC ACID,NTP-R,reproductive,suspected
627-13-4,N-PROPYL NITRATE,"DAN, RTECS",neurotoxicity,suspected
627-13-4,N-PROPYL NITRATE,HAZMAP,cardiovascular blood,suspected
627-13-4,N-PROPYL NITRATE,RTECS,respiratory,suspected
627-44-1,DIETHYL MERCURY,MERCK,kidney,suspected
627-44-1,DIETHYL MERCURY,P65-MC,developmental,recognized
627-44-1,DIETHYL MERCURY,RTECS,gastrointestinal liver,suspected
627-44-1,DIETHYL MERCURY,RTECS,neurotoxicity,suspected
627-44-1,DIETHYL MERCURY,RTECS,respiratory,suspected
62796-65-0,"2,2',4,6-TETRACHLOROBIPHENYL (PCB-50)",P65-MC,cancer,recognized
62796-65-0,"2,2',4,6-TETRACHLOROBIPHENYL (PCB-50)",P65-MC,developmental,recognized
628-63-7,AMYL ACETATE,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
628-63-7,AMYL ACETATE,RTECS,respiratory,suspected
628-63-7,AMYL ACETATE,RTECS,skin sense,suspected
628-86-4,FULMINATE DE MERCURE,P65-MC,developmental,recognized
628-96-6,ETHYLENE GLYCOL DINITRATE,"HAZMAP, KRIS, LADO",cardiovascular blood,suspected
629-14-1,ETHYLENE GLYCOL DIETHYL ETHER,JANK,developmental,suspected
629-14-1,ETHYLENE GLYCOL DIETHYL ETHER,RTECS,gastrointestinal liver,suspected
629-14-1,ETHYLENE GLYCOL DIETHYL ETHER,RTECS,kidney,suspected
629-14-1,ETHYLENE GLYCOL DIETHYL ETHER,RTECS,neurotoxicity,suspected
63-25-2,CARBARYL,"DAN, DPR-CIP, EPA-HEN, EPA-SARA, MASL, RTECS",neurotoxicity,suspected
63-25-2,CARBARYL,EPA-HEN,musculoskeletal,suspected
63-25-2,CARBARYL,"EPA-SARA, FRAZIER",reproductive,suspected
63-25-2,CARBARYL,"EPA-SARA, JANK",developmental,suspected
63-25-2,CARBARYL,HAZMAP,immunotoxicity,suspected
63-25-2,CARBARYL,HAZMAP,skin sense,suspected
63-25-2,CARBARYL,"JNIHS, KEIT, WWF",endocrine,suspected
63-25-2,CARBARYL,OPP-CAN,cancer,suspected
63-25-2,CARBARYL,RTECS,cardiovascular blood,suspected
63-25-2,CARBARYL,RTECS,gastrointestinal liver,suspected
63-74-1,SULFONAMIDE,HAZMAP,immunotoxicity,suspected
63-74-1,SULFONAMIDE,HAZMAP,skin sense,suspected
63-74-1,SULFONAMIDE,KLAA,kidney,suspected
63-92-3,PHENOXYBENZAMINE HYDROCHLORIDE,P65,cancer,recognized
63-92-3,PHENOXYBENZAMINE HYDROCHLORIDE,RTECS,kidney,suspected
63-98-9,PHENACEMIDE,P65,developmental,recognized
630-08-0,CARBON MONOXIDE,"BENO, CAA-AQC, KLAA, LADO, OEHHA-AREL, RTECS, STAC",cardiovascular blood,suspected
630-08-0,CARBON MONOXIDE,"CAA-AQC, DAN, FELD, HAZMAP, KLAA, RTECS, STAC, TANN",neurotoxicity,suspected
630-08-0,CARBON MONOXIDE,"FRAZIER, HAZMAP, JANK",reproductive,suspected
630-08-0,CARBON MONOXIDE,HAZMAP,respiratory,suspected
630-08-0,CARBON MONOXIDE,P65,developmental,recognized
630-20-6,"1,1,1,2-TETRACHLOROETHANE",HAZMAP,neurotoxicity,suspected
630-20-6,"1,1,1,2-TETRACHLOROETHANE","IRIS, SCDM",cancer,suspected
630-20-6,"1,1,1,2-TETRACHLOROETHANE",RTECS,gastrointestinal liver,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",P65,cancer,recognized
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,cardiovascular blood,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,endocrine,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,gastrointestinal liver,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,neurotoxicity,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,respiratory,suspected
630-93-3,"DIPHENYLHYDANTOIN (PHENYTOIN), SODIUM SALT",RTECS,skin sense,suspected
631-64-1,Dibromoacetic acid,JNIHS,endocrine,suspected
6317-18-6,METHYLENEBISTHIOCYANAT,NAP,immunotoxicity,suspected
6317-18-6,METHYLENEBISTHIOCYANAT,OPP-CAN,cancer,suspected
6317-18-6,METHYLENEBISTHIOCYANAT,RTECS,gastrointestinal liver,suspected
632-99-5,Magenta (containing CI Basic Red 9),IARC,cancer,suspected
6334-11-8,"2,4,6-TRIMETHYLANILINE.HCL",CPDB,cancer,suspected
6334-11-8,"2,4,6-TRIMETHYLANILINE.HCL",RTECS,cardiovascular blood,suspected
6334-11-8,"2,4,6-TRIMETHYLANILINE.HCL",RTECS,gastrointestinal liver,suspected
634-93-5,"1-AMINO-2,4,6-TRICHLOROBENZENE",RTECS,cardiovascular blood,suspected
634-93-5,"1-AMINO-2,4,6-TRICHLOROBENZENE",RTECS,neurotoxicity,suspected
63449-41-2,"N-ALKYL (5% C5-18, 61% C12, 23% C14, 11% C16) DIMETHYL BENZYL AMMONIUM CHLORIDE",RTECS,cardiovascular blood,suspected
63449-41-2,"N-ALKYL (5% C5-18, 61% C12, 23% C14, 11% C16) DIMETHYL BENZYL AMMONIUM CHLORIDE",RTECS,neurotoxicity,suspected
635-22-3,"ANILINE, 4-CHLORO-3-NITRO-",RTECS,neurotoxicity,suspected
635-22-3,"ANILINE, 4-CHLORO-3-NITRO-",RTECS,respiratory,suspected
6358-53-8,CITRUS RED NO.2,P65,cancer,recognized
63585-09-1,foscarnet,MERCK,kidney,suspected
636-21-5,O-TOLUIDINE HYDROCHLORIDE,P65,cancer,recognized
636-21-5,O-TOLUIDINE HYDROCHLORIDE,RTECS,cardiovascular blood,suspected
636-23-7,"2,4-DIAMINOTOLUENE.2HCL",P65-MC,cancer,recognized
636-23-7,"2,4-DIAMINOTOLUENE.2HCL",RTECS,gastrointestinal liver,suspected
637-07-0,CLOFIBRATE,P65,cancer,recognized
637-07-0,CLOFIBRATE,RTECS,gastrointestinal liver,suspected
637-07-0,CLOFIBRATE,RTECS,musculoskeletal,suspected
637-07-0,CLOFIBRATE,RTECS,neurotoxicity,suspected
638-21-1,PHENYLPHOSPHINE,DAN,neurotoxicity,suspected
639-58-7,TRIPHENYLTIN CHLORIDE,EPA-TRI,reproductive,suspected
64-17-5,ETHANOL,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
64-17-5,ETHANOL,FRAZIER,reproductive,suspected
64-17-5,ETHANOL,HARV,skin sense,suspected
64-17-5,ETHANOL,"HAZMAP, NTP-C",cancer,suspected
64-17-5,ETHANOL,JANK,developmental,suspected
64-17-5,ETHANOL,"KLAA, RTECS, ZIMM",gastrointestinal liver,suspected
64-17-5,ETHANOL,RTECS,cardiovascular blood,suspected
64-17-5,ETHANOL,RTECS,endocrine,suspected
64-17-5,ETHANOL,RTECS,respiratory,suspected
64-18-6,FORMIC ACID,"HAZMAP, RTECS",respiratory,suspected
64-18-6,FORMIC ACID,"HAZMAP, RTECS",skin sense,suspected
64-18-6,FORMIC ACID,RTECS,cardiovascular blood,suspected
64-18-6,FORMIC ACID,RTECS,gastrointestinal liver,suspected
64-18-6,FORMIC ACID,RTECS,kidney,suspected
64-18-6,FORMIC ACID,RTECS,neurotoxicity,suspected
64-19-7,ACETIC ACID,"HARV, HAZMAP, RTECS",skin sense,suspected
64-19-7,ACETIC ACID,"HAZMAP, RTECS",respiratory,suspected
